step	tag	value
10	train/loss_step	2.26671886
10	train/lr	0.00030000
10	train/batch_acc	0.53878407
10	train/batch_box_iou	0.09317490
10	train/batch_cls_loss	0.37925947
10	train/batch_box_loss	0.01476185
20	train/loss_step	2.20166278
20	train/lr	0.00030000
20	train/batch_acc	0.50881612
20	train/batch_box_iou	0.11038404
20	train/batch_cls_loss	0.34259200
20	train/batch_box_loss	0.01596777
30	train/loss_step	2.25251698
30	train/lr	0.00030000
30	train/batch_acc	0.57235421
30	train/batch_box_iou	0.09090488
30	train/batch_cls_loss	0.36257744
30	train/batch_box_loss	0.01434986
40	train/loss_step	2.20722961
40	train/lr	0.00030000
40	train/batch_acc	0.48846960
40	train/batch_box_iou	0.13170804
40	train/batch_cls_loss	0.40166312
40	train/batch_box_loss	0.01379651
1	train/loss_epoch	2.26140646
1	train/epoch_acc	0.50231298
1	train/epoch_box_iou	0.09996402
1	val/loss	2.31897285
1	val/acc	0.50516796
1	val/box_iou	0.09327488
1	val/mAP	0.00329142
1	val/mAP50_95	0.00056546
1	val/precision	0.01302546
1	val/recall	0.01979834
1	train/early_stop_loss	2.31897285
50	train/loss_step	2.25125694
50	train/lr	0.00030000
50	train/batch_acc	0.48979592
50	train/batch_box_iou	0.10320697
50	train/batch_cls_loss	0.38304570
50	train/batch_box_loss	0.01492504
60	train/loss_step	2.27801681
60	train/lr	0.00030000
60	train/batch_acc	0.48758465
60	train/batch_box_iou	0.10798465
60	train/batch_cls_loss	0.42286089
60	train/batch_box_loss	0.01422506
70	train/loss_step	2.20595169
70	train/lr	0.00030000
70	train/batch_acc	0.50877193
70	train/batch_box_iou	0.11267057
70	train/batch_cls_loss	0.36380547
70	train/batch_box_loss	0.01349746
80	train/loss_step	2.28651357
80	train/lr	0.00030000
80	train/batch_acc	0.51631478
80	train/batch_box_iou	0.09719753
80	train/batch_cls_loss	0.40413111
80	train/batch_box_loss	0.01535551
