step	tag	value
10	train/loss_step	2.25773954
10	train/lr	0.00030000
10	train/batch_acc	0.56312057
10	train/batch_box_iou	0.08374579
10	train/batch_cls_loss	0.34652466
10	train/batch_box_loss	0.01574127
20	train/loss_step	2.30186963
20	train/lr	0.00030000
20	train/batch_acc	0.44848485
20	train/batch_box_iou	0.08073632
20	train/batch_cls_loss	0.39022857
20	train/batch_box_loss	0.01462274
30	train/loss_step	2.23595929
30	train/lr	0.00030000
30	train/batch_acc	0.48829953
30	train/batch_box_iou	0.10390957
30	train/batch_cls_loss	0.37205267
30	train/batch_box_loss	0.01434514
1	train/loss_epoch	2.24617487
1	train/epoch_acc	0.51235924
1	train/epoch_box_iou	0.10403144
40	train/loss_step	2.24124646
40	train/lr	0.00030000
40	train/batch_acc	0.52374302
40	train/batch_box_iou	0.10190974
40	train/batch_cls_loss	0.37588125
40	train/batch_box_loss	0.01383695
50	train/loss_step	2.28413606
50	train/lr	0.00030000
50	train/batch_acc	0.48693260
50	train/batch_box_iou	0.09430104
50	train/batch_cls_loss	0.39769965
50	train/batch_box_loss	0.01500771
60	train/loss_step	2.21448994
60	train/lr	0.00030000
60	train/batch_acc	0.50296736
60	train/batch_box_iou	0.10631626
60	train/batch_cls_loss	0.36252913
60	train/batch_box_loss	0.01291866
2	train/loss_epoch	2.23439556
2	train/epoch_acc	0.51866735
2	train/epoch_box_iou	0.10568682
70	train/loss_step	2.21846151
70	train/lr	0.00030000
70	train/batch_acc	0.51173709
70	train/batch_box_iou	0.11369253
70	train/batch_cls_loss	0.37686542
70	train/batch_box_loss	0.01379624
80	train/loss_step	2.30340123
80	train/lr	0.00030000
80	train/batch_acc	0.47042641
80	train/batch_box_iou	0.08404839
80	train/batch_cls_loss	0.39330989
80	train/batch_box_loss	0.01563764
90	train/loss_step	2.22855544
90	train/lr	0.00030000
90	train/batch_acc	0.50453172
90	train/batch_box_iou	0.10250421
90	train/batch_cls_loss	0.36304963
90	train/batch_box_loss	0.01410286
3	train/loss_epoch	2.23204942
3	train/epoch_acc	0.51147143
3	train/epoch_box_iou	0.10639593
100	train/loss_step	2.18777251
100	train/lr	0.00030000
100	train/batch_acc	0.53982301
100	train/batch_box_iou	0.12216220
100	train/batch_cls_loss	0.36477825
100	train/batch_box_loss	0.01346375
110	train/loss_step	2.29103756
110	train/lr	0.00030000
110	train/batch_acc	0.48508431
110	train/batch_box_iou	0.09260257
110	train/batch_cls_loss	0.40333733
110	train/batch_box_loss	0.01458106
120	train/loss_step	2.31827426
120	train/lr	0.00030000
120	train/batch_acc	0.40554822
120	train/batch_box_iou	0.09871205
120	train/batch_cls_loss	0.44689825
120	train/batch_box_loss	0.01376002
4	train/loss_epoch	2.23325121
4	train/epoch_acc	0.51343395
4	train/epoch_box_iou	0.10711829
130	train/loss_step	2.25962901
130	train/lr	0.00030000
130	train/batch_acc	0.49624060
130	train/batch_box_iou	0.09571275
130	train/batch_cls_loss	0.38517800
130	train/batch_box_loss	0.01317529
140	train/loss_step	2.25919437
140	train/lr	0.00030000
140	train/batch_acc	0.50064516
140	train/batch_box_iou	0.09966232
140	train/batch_cls_loss	0.39488506
140	train/batch_box_loss	0.01272677
150	train/loss_step	2.20690084
150	train/lr	0.00030000
150	train/batch_acc	0.54507042
150	train/batch_box_iou	0.11496700
150	train/batch_cls_loss	0.36586815
150	train/batch_box_loss	0.01419334
5	train/loss_epoch	2.22735975
5	train/epoch_acc	0.52081678
5	train/epoch_box_iou	0.10806693
5	val/loss	2.30214931
5	val/acc	0.51453488
5	val/box_iou	0.09733114
5	val/mAP	0.00277707
5	val/mAP50_95	0.00057410
5	val/precision	0.01335929
5	val/recall	0.01906549
5	train/early_stop_loss	2.30214931
160	train/loss_step	2.21550512
160	train/lr	0.00030000
160	train/batch_acc	0.47940692
160	train/batch_box_iou	0.10704586
160	train/batch_cls_loss	0.35618171
160	train/batch_box_loss	0.01468302
170	train/loss_step	2.23363304
170	train/lr	0.00030000
170	train/batch_acc	0.51666667
170	train/batch_box_iou	0.11328083
170	train/batch_cls_loss	0.39589286
170	train/batch_box_loss	0.01286037
180	train/loss_step	2.16577768
180	train/lr	0.00030000
180	train/batch_acc	0.56768559
180	train/batch_box_iou	0.12120889
180	train/batch_cls_loss	0.35217395
180	train/batch_box_loss	0.01120430
6	train/loss_epoch	2.22398089
6	train/epoch_acc	0.52072333
6	train/epoch_box_iou	0.10849333
190	train/loss_step	2.18886995
190	train/lr	0.00030000
190	train/batch_acc	0.52608048
190	train/batch_box_iou	0.10872127
190	train/batch_cls_loss	0.33885384
190	train/batch_box_loss	0.01349172
200	train/loss_step	2.25044894
200	train/lr	0.00030000
200	train/batch_acc	0.53215637
200	train/batch_box_iou	0.09721156
200	train/batch_cls_loss	0.37521595
200	train/batch_box_loss	0.01393121
210	train/loss_step	2.21933103
210	train/lr	0.00030000
210	train/batch_acc	0.55277778
210	train/batch_box_iou	0.10366902
210	train/batch_cls_loss	0.35878348
210	train/batch_box_loss	0.01357714
7	train/loss_epoch	2.22044463
7	train/epoch_acc	0.52408766
7	train/epoch_box_iou	0.10905649
220	train/loss_step	2.21327901
220	train/lr	0.00030000
220	train/batch_acc	0.50757576
220	train/batch_box_iou	0.10345086
220	train/batch_cls_loss	0.35623252
220	train/batch_box_loss	0.01278965
230	train/loss_step	2.13944554
230	train/lr	0.00030000
230	train/batch_acc	0.50473186
230	train/batch_box_iou	0.13460727
230	train/batch_cls_loss	0.34980991
230	train/batch_box_loss	0.01177003
240	train/loss_step	2.23187256
240	train/lr	0.00030000
240	train/batch_acc	0.53774834
240	train/batch_box_iou	0.10428160
240	train/batch_cls_loss	0.37159768
240	train/batch_box_loss	0.01376764
8	train/loss_epoch	2.22102828
8	train/epoch_acc	0.51894771
8	train/epoch_box_iou	0.10882146
250	train/loss_step	2.27460814
250	train/lr	0.00030000
250	train/batch_acc	0.52949062
250	train/batch_box_iou	0.09061813
250	train/batch_cls_loss	0.38409376
250	train/batch_box_loss	0.01435012
260	train/loss_step	2.24119306
260	train/lr	0.00030000
260	train/batch_acc	0.53418803
260	train/batch_box_iou	0.09959701
260	train/batch_cls_loss	0.37477344
260	train/batch_box_loss	0.01312273
270	train/loss_step	2.24821234
270	train/lr	0.00030000
270	train/batch_acc	0.49768875
270	train/batch_box_iou	0.09556600
270	train/batch_cls_loss	0.37208381
270	train/batch_box_loss	0.01345209
9	train/loss_epoch	2.22309570
9	train/epoch_acc	0.52296622
9	train/epoch_box_iou	0.10939430
280	train/loss_step	2.23885179
280	train/lr	0.00030000
280	train/batch_acc	0.54234973
280	train/batch_box_iou	0.09991479
280	train/batch_cls_loss	0.37080413
280	train/batch_box_loss	0.01357543
290	train/loss_step	2.25866938
290	train/lr	0.00030000
290	train/batch_acc	0.49167734
290	train/batch_box_iou	0.10731860
290	train/batch_cls_loss	0.40397698
290	train/batch_box_loss	0.01386594
300	train/loss_step	2.22528863
300	train/lr	0.00030000
300	train/batch_acc	0.54674221
300	train/batch_box_iou	0.09725255
300	train/batch_cls_loss	0.35148925
300	train/batch_box_loss	0.01366089
310	train/loss_step	2.09195018
310	train/lr	0.00030000
310	train/batch_acc	0.57291667
310	train/batch_box_iou	0.14850000
310	train/batch_cls_loss	0.32531825
310	train/batch_box_loss	0.01272636
10	train/loss_epoch	2.21484545
10	train/epoch_acc	0.52254568
10	train/epoch_box_iou	0.11119919
10	val/loss	2.31656321
10	val/acc	0.50096899
10	val/box_iou	0.09935679
10	val/mAP	0.00297235
10	val/mAP50_95	0.00054072
10	val/precision	0.01470421
10	val/recall	0.02032053
10	train/early_stop_loss	2.31656321
320	train/loss_step	2.19319654
320	train/lr	0.00030000
320	train/batch_acc	0.51538462
320	train/batch_box_iou	0.11842421
320	train/batch_cls_loss	0.36299208
320	train/batch_box_loss	0.01341057
330	train/loss_step	2.21099615
330	train/lr	0.00030000
330	train/batch_acc	0.51261620
330	train/batch_box_iou	0.12122037
330	train/batch_cls_loss	0.38189355
330	train/batch_box_loss	0.01430864
340	train/loss_step	2.24251652
340	train/lr	0.00030000
340	train/batch_acc	0.46850998
340	train/batch_box_iou	0.09805451
340	train/batch_cls_loss	0.36946222
340	train/batch_box_loss	0.01383265
11	train/loss_epoch	2.21580553
11	train/epoch_acc	0.52689127
11	train/epoch_box_iou	0.10958690
350	train/loss_step	2.23164654
350	train/lr	0.00030000
350	train/batch_acc	0.50980392
350	train/batch_box_iou	0.10323796
350	train/batch_cls_loss	0.37364867
350	train/batch_box_loss	0.01289474
360	train/loss_step	2.17328095
360	train/lr	0.00030000
360	train/batch_acc	0.57443820
360	train/batch_box_iou	0.12001923
360	train/batch_cls_loss	0.34730482
360	train/batch_box_loss	0.01320289
370	train/loss_step	2.18527460
370	train/lr	0.00030000
370	train/batch_acc	0.53781513
370	train/batch_box_iou	0.11454362
370	train/batch_cls_loss	0.35063738
370	train/batch_box_loss	0.01274489
12	train/loss_epoch	2.21406896
12	train/epoch_acc	0.52871361
12	train/epoch_box_iou	0.11070377
380	train/loss_step	2.21996403
380	train/lr	0.00030000
380	train/batch_acc	0.49095967
380	train/batch_box_iou	0.10935818
380	train/batch_cls_loss	0.37254873
380	train/batch_box_loss	0.01322633
390	train/loss_step	2.25820732
390	train/lr	0.00030000
390	train/batch_acc	0.54061252
390	train/batch_box_iou	0.10547961
390	train/batch_cls_loss	0.39877191
390	train/batch_box_loss	0.01407892
400	train/loss_step	2.24784207
400	train/lr	0.00030000
400	train/batch_acc	0.48480463
400	train/batch_box_iou	0.10182053
400	train/batch_cls_loss	0.38290748
400	train/batch_box_loss	0.01371514
13	train/loss_epoch	2.21092148
13	train/epoch_acc	0.52642400
