step	tag	value
10	train/loss_step	2.22690606
10	train/lr	0.00030000
10	train/batch_acc	0.49086758
10	train/batch_box_iou	0.10785542
10	train/batch_cls_loss	0.38832361
10	train/batch_box_loss	0.01085865
20	train/loss_step	2.18016386
20	train/lr	0.00030000
20	train/batch_acc	0.50709939
20	train/batch_box_iou	0.13414818
20	train/batch_cls_loss	0.39055175
20	train/batch_box_loss	0.01158167
30	train/loss_step	2.25707746
30	train/lr	0.00030000
30	train/batch_acc	0.52462121
30	train/batch_box_iou	0.10497319
30	train/batch_cls_loss	0.40253454
30	train/batch_box_loss	0.01289785
40	train/loss_step	2.16304421
40	train/lr	0.00030000
40	train/batch_acc	0.58991228
40	train/batch_box_iou	0.12131801
40	train/batch_cls_loss	0.35068968
40	train/batch_box_loss	0.01099808
1	train/loss_epoch	2.15759892
1	train/epoch_acc	0.53142377
1	train/epoch_box_iou	0.13040069
1	val/loss	2.21215214
1	val/acc	0.52400947
1	val/box_iou	0.12284605
1	val/mAP	0.00935503
1	val/mAP50_95	0.00231444
1	val/precision	0.01542133
1	val/recall	0.03914044
1	train/early_stop_loss	2.21215214
50	train/loss_step	2.12107515
50	train/lr	0.00030000
50	train/batch_acc	0.57692308
50	train/batch_box_iou	0.14217626
50	train/batch_cls_loss	0.35026586
50	train/batch_box_loss	0.01103239
60	train/loss_step	2.11083746
60	train/lr	0.00030000
60	train/batch_acc	0.50649351
60	train/batch_box_iou	0.14944980
60	train/batch_cls_loss	0.36064252
60	train/batch_box_loss	0.00981894
70	train/loss_step	2.12415743
70	train/lr	0.00030000
70	train/batch_acc	0.53317536
70	train/batch_box_iou	0.13992992
70	train/batch_cls_loss	0.35407090
70	train/batch_box_loss	0.00998925
80	train/loss_step	2.15576220
80	train/lr	0.00030000
80	train/batch_acc	0.40470588
80	train/batch_box_iou	0.16825275
80	train/batch_cls_loss	0.44714689
80	train/batch_box_loss	0.00902416
90	train/loss_step	2.12961054
90	train/lr	0.00030000
90	train/batch_acc	0.59620596
90	train/batch_box_iou	0.11115534
90	train/batch_cls_loss	0.29513600
90	train/batch_box_loss	0.01135703
2	train/loss_epoch	2.15493732
2	train/epoch_acc	0.53511518
2	train/epoch_box_iou	0.13259309
