step	tag	value
1	train/loss_step	3.05231905
1	train/lr	0.00030000
1	train/batch_acc	0.24260355
1	train/batch_box_iou	0.01928251
1	train/batch_cls_loss	0.62702513
1	train/batch_box_loss	0.09277175
2	train/loss_step	2.98339581
2	train/lr	0.00030000
2	train/batch_acc	0.32527473
2	train/batch_box_iou	0.02015512
2	train/batch_cls_loss	0.56771868
2	train/batch_box_loss	0.09119748
3	train/loss_step	2.93561077
3	train/lr	0.00030000
3	train/batch_acc	0.31971154
3	train/batch_box_iou	0.02191840
3	train/batch_cls_loss	0.53945184
3	train/batch_box_loss	0.08799913
4	train/loss_step	2.95748472
4	train/lr	0.00030000
4	train/batch_acc	0.37723214
4	train/batch_box_iou	0.01618702
4	train/batch_cls_loss	0.54232872
4	train/batch_box_loss	0.08950600
5	train/loss_step	2.91242290
5	train/lr	0.00030000
5	train/batch_acc	0.38901602
5	train/batch_box_iou	0.02326575
5	train/batch_cls_loss	0.53591567
5	train/batch_box_loss	0.08460775
6	train/loss_step	2.91572261
6	train/lr	0.00030000
6	train/batch_acc	0.35604396
6	train/batch_box_iou	0.02497799
6	train/batch_cls_loss	0.55691463
6	train/batch_box_loss	0.08175280
7	train/loss_step	2.96043754
7	train/lr	0.00030000
7	train/batch_acc	0.42028986
7	train/batch_box_iou	0.01728272
7	train/batch_cls_loss	0.56410778
7	train/batch_box_loss	0.08617903
8	train/loss_step	2.88282156
8	train/lr	0.00030000
8	train/batch_acc	0.37612613
8	train/batch_box_iou	0.02554081
8	train/batch_cls_loss	0.54013371
8	train/batch_box_loss	0.07875393
9	train/loss_step	2.90059900
9	train/lr	0.00030000
9	train/batch_acc	0.36794582
9	train/batch_box_iou	0.01756597
9	train/batch_cls_loss	0.53135693
9	train/batch_box_loss	0.08087482
10	train/loss_step	2.90374231
10	train/lr	0.00030000
10	train/batch_acc	0.48637317
10	train/batch_box_iou	0.01997919
10	train/batch_cls_loss	0.54443729
10	train/batch_box_loss	0.07985270
11	train/loss_step	2.88536406
11	train/lr	0.00030000
11	train/batch_acc	0.38364780
11	train/batch_box_iou	0.02220342
11	train/batch_cls_loss	0.54474282
11	train/batch_box_loss	0.07700562
12	train/loss_step	2.86068296
12	train/lr	0.00030000
12	train/batch_acc	0.47252747
12	train/batch_box_iou	0.02163460
12	train/batch_cls_loss	0.51424986
12	train/batch_box_loss	0.07794048
13	train/loss_step	2.83962870
13	train/lr	0.00030000
13	train/batch_acc	0.34745763
13	train/batch_box_iou	0.02809161
13	train/batch_cls_loss	0.53885543
13	train/batch_box_loss	0.07139127
14	train/loss_step	2.87290502
14	train/lr	0.00030000
14	train/batch_acc	0.37735849
14	train/batch_box_iou	0.02468030
14	train/batch_cls_loss	0.54235530
14	train/batch_box_loss	0.07598208
15	train/loss_step	2.85680699
15	train/lr	0.00030000
15	train/batch_acc	0.42826552
15	train/batch_box_iou	0.02076465
15	train/batch_cls_loss	0.51891392
15	train/batch_box_loss	0.07588448
16	train/loss_step	2.83865929
16	train/lr	0.00030000
16	train/batch_acc	0.41044776
16	train/batch_box_iou	0.01670260
16	train/batch_cls_loss	0.48077628
16	train/batch_box_loss	0.07825763
17	train/loss_step	2.83197761
17	train/lr	0.00030000
17	train/batch_acc	0.39508929
17	train/batch_box_iou	0.02212873
17	train/batch_cls_loss	0.51286244
17	train/batch_box_loss	0.07267451
18	train/loss_step	2.80337858
18	train/lr	0.00030000
18	train/batch_acc	0.45514223
18	train/batch_box_iou	0.02290857
18	train/batch_cls_loss	0.49839821
18	train/batch_box_loss	0.07015950
19	train/loss_step	2.81572819
19	train/lr	0.00030000
19	train/batch_acc	0.42058166
19	train/batch_box_iou	0.02167059
19	train/batch_cls_loss	0.51281619
19	train/batch_box_loss	0.06925062
20	train/loss_step	2.75532460
20	train/lr	0.00030000
20	train/batch_acc	0.39798489
20	train/batch_box_iou	0.02723684
20	train/batch_cls_loss	0.47186834
20	train/batch_box_loss	0.06758597
21	train/loss_step	2.80237341
21	train/lr	0.00030000
21	train/batch_acc	0.40000000
21	train/batch_box_iou	0.02259627
21	train/batch_cls_loss	0.49988452
21	train/batch_box_loss	0.06953631
22	train/loss_step	2.78227568
22	train/lr	0.00030000
22	train/batch_acc	0.48111332
22	train/batch_box_iou	0.02606522
22	train/batch_cls_loss	0.50871146
22	train/batch_box_loss	0.06513894
23	train/loss_step	2.79139376
23	train/lr	0.00030000
23	train/batch_acc	0.40845070
23	train/batch_box_iou	0.02165812
23	train/batch_cls_loss	0.49646315
23	train/batch_box_loss	0.06764940
24	train/loss_step	2.77485657
24	train/lr	0.00030000
24	train/batch_acc	0.38784067
24	train/batch_box_iou	0.02920608
24	train/batch_cls_loss	0.51969492
24	train/batch_box_loss	0.06271477
25	train/loss_step	2.76142502
25	train/lr	0.00030000
25	train/batch_acc	0.44276458
25	train/batch_box_iou	0.03523503
25	train/batch_cls_loss	0.51519847
25	train/batch_box_loss	0.06333930
26	train/loss_step	2.84861326
26	train/lr	0.00030000
26	train/batch_acc	0.38869258
26	train/batch_box_iou	0.02396250
26	train/batch_cls_loss	0.57865608
26	train/batch_box_loss	0.06357644
27	train/loss_step	2.78450108
27	train/lr	0.00030000
27	train/batch_acc	0.43682310
27	train/batch_box_iou	0.03490756
27	train/batch_cls_loss	0.55372179
27	train/batch_box_loss	0.06011891
28	train/loss_step	2.68328190
28	train/lr	0.00030000
28	train/batch_acc	0.42751843
28	train/batch_box_iou	0.03312095
28	train/batch_cls_loss	0.46567142
28	train/batch_box_loss	0.05677046
