step	tag	value
10	train/loss_step	2.38929987
10	train/lr	0.00030000
10	train/batch_acc	0.51631206
10	train/batch_box_iou	0.05228554
10	train/batch_cls_loss	0.38970897
10	train/batch_box_loss	0.02083242
20	train/loss_step	2.42787504
20	train/lr	0.00030000
20	train/batch_acc	0.43030303
20	train/batch_box_iou	0.04881170
20	train/batch_cls_loss	0.42133787
20	train/batch_box_loss	0.02083213
30	train/loss_step	2.39311624
30	train/lr	0.00030000
30	train/batch_acc	0.43525741
30	train/batch_box_iou	0.06362312
30	train/batch_cls_loss	0.41422248
30	train/batch_box_loss	0.02122801
1	train/loss_epoch	2.39896284
1	train/epoch_acc	0.46979113
1	train/epoch_box_iou	0.06483406
40	train/loss_step	2.38627625
40	train/lr	0.00030000
40	train/batch_acc	0.47625698
40	train/batch_box_iou	0.06848266
40	train/batch_cls_loss	0.42134729
40	train/batch_box_loss	0.02037883
50	train/loss_step	2.42357683
50	train/lr	0.00030000
50	train/batch_acc	0.46079780
50	train/batch_box_iou	0.05744090
50	train/batch_cls_loss	0.43220696
50	train/batch_box_loss	0.02125031
60	train/loss_step	2.36677170
60	train/lr	0.00030000
60	train/batch_acc	0.46587537
60	train/batch_box_iou	0.06591489
60	train/batch_cls_loss	0.39972243
60	train/batch_box_loss	0.01977582
2	train/loss_epoch	2.38711289
2	train/epoch_acc	0.46890332
2	train/epoch_box_iou	0.06697997
70	train/loss_step	2.38346100
70	train/lr	0.00030000
70	train/batch_acc	0.42723005
70	train/batch_box_iou	0.06796110
70	train/batch_cls_loss	0.42217711
70	train/batch_box_loss	0.01944120
80	train/loss_step	2.43205094
80	train/lr	0.00030000
80	train/batch_acc	0.41815681
80	train/batch_box_iou	0.05355747
80	train/batch_cls_loss	0.43899903
80	train/batch_box_loss	0.02003337
90	train/loss_step	2.38795495
90	train/lr	0.00030000
90	train/batch_acc	0.51359517
90	train/batch_box_iou	0.06932491
90	train/batch_cls_loss	0.42543396
90	train/batch_box_loss	0.02023418
3	train/loss_epoch	2.38020027
3	train/epoch_acc	0.46670716
3	train/epoch_box_iou	0.06859351
100	train/loss_step	2.33369255
100	train/lr	0.00030000
100	train/batch_acc	0.51474926
