step	tag	value
1	train/loss_step	3.02828646
1	train/lr	0.00030000
1	train/batch_acc	0.18003914
1	train/batch_box_iou	0.01860658
1	train/batch_cls_loss	0.62879282
1	train/batch_box_loss	0.08734138
2	train/loss_step	2.96051407
2	train/lr	0.00030000
2	train/batch_acc	0.25162690
2	train/batch_box_iou	0.02040164
2	train/batch_cls_loss	0.56997281
2	train/batch_box_loss	0.08626889
3	train/loss_step	2.94373035
3	train/lr	0.00030000
3	train/batch_acc	0.42643923
3	train/batch_box_iou	0.02070040
3	train/batch_cls_loss	0.56609696
3	train/batch_box_loss	0.08380681
4	train/loss_step	2.92654252
4	train/lr	0.00030000
4	train/batch_acc	0.41496599
4	train/batch_box_iou	0.02092030
4	train/batch_cls_loss	0.55097044
4	train/batch_box_loss	0.08348253
5	train/loss_step	2.89635849
5	train/lr	0.00030000
5	train/batch_acc	0.48625793
5	train/batch_box_iou	0.02576472
5	train/batch_cls_loss	0.54486573
5	train/batch_box_loss	0.08060444
6	train/loss_step	2.85723805
6	train/lr	0.00030000
6	train/batch_acc	0.43232323
6	train/batch_box_iou	0.03474429
6	train/batch_cls_loss	0.55383790
6	train/batch_box_loss	0.07457773
7	train/loss_step	2.88298965
7	train/lr	0.00030000
7	train/batch_acc	0.39906103
7	train/batch_box_iou	0.02036862
7	train/batch_cls_loss	0.52317095
7	train/batch_box_loss	0.08011120
8	train/loss_step	2.85449910
8	train/lr	0.00030000
8	train/batch_acc	0.36320755
8	train/batch_box_iou	0.02614013
8	train/batch_cls_loss	0.52829683
8	train/batch_box_loss	0.07569651
9	train/loss_step	2.82225823
9	train/lr	0.00030000
9	train/batch_acc	0.39764706
9	train/batch_box_iou	0.02835489
9	train/batch_cls_loss	0.50844675
9	train/batch_box_loss	0.07410424
10	train/loss_step	2.81949568
10	train/lr	0.00030000
10	train/batch_acc	0.42922374
10	train/batch_box_iou	0.02615262
10	train/batch_cls_loss	0.51772511
10	train/batch_box_loss	0.07081515
11	train/loss_step	2.85166168
11	train/lr	0.00030000
11	train/batch_acc	0.39961014
11	train/batch_box_iou	0.03167531
11	train/batch_cls_loss	0.56827450
11	train/batch_box_loss	0.06934755
12	train/loss_step	2.80672908
12	train/lr	0.00030000
12	train/batch_acc	0.48330059
12	train/batch_box_iou	0.03568526
12	train/batch_cls_loss	0.55304039
12	train/batch_box_loss	0.06501184
13	train/loss_step	2.77278280
13	train/lr	0.00030000
13	train/batch_acc	0.52534562
13	train/batch_box_iou	0.02965972
13	train/batch_cls_loss	0.48873156
13	train/batch_box_loss	0.06867412
14	train/loss_step	2.75079346
14	train/lr	0.00030000
14	train/batch_acc	0.41396509
14	train/batch_box_iou	0.03185121
14	train/batch_cls_loss	0.48757827
14	train/batch_box_loss	0.06538352
15	train/loss_step	2.81322336
15	train/lr	0.00030000
15	train/batch_acc	0.42566191
15	train/batch_box_iou	0.02921466
15	train/batch_cls_loss	0.55094290
15	train/batch_box_loss	0.06414200
16	train/loss_step	2.79479170
16	train/lr	0.00030000
16	train/batch_acc	0.45000000
16	train/batch_box_iou	0.03407047
16	train/batch_cls_loss	0.54750103
16	train/batch_box_loss	0.06308635
17	train/loss_step	2.73132944
17	train/lr	0.00030000
17	train/batch_acc	0.51716247
17	train/batch_box_iou	0.02983379
17	train/batch_cls_loss	0.47795686
17	train/batch_box_loss	0.06260806
18	train/loss_step	2.72160959
18	train/lr	0.00030000
18	train/batch_acc	0.40765766
18	train/batch_box_iou	0.03802891
18	train/batch_cls_loss	0.50911808
18	train/batch_box_loss	0.05770986
19	train/loss_step	2.73420072
19	train/lr	0.00030000
19	train/batch_acc	0.41201717
19	train/batch_box_iou	0.03662600
19	train/batch_cls_loss	0.51612711
19	train/batch_box_loss	0.05826511
20	train/loss_step	2.76351738
20	train/lr	0.00030000
20	train/batch_acc	0.42799189
20	train/batch_box_iou	0.04004615
20	train/batch_cls_loss	0.53975445
20	train/batch_box_loss	0.06077106
21	train/loss_step	2.75030875
21	train/lr	0.00030000
21	train/batch_acc	0.42984410
21	train/batch_box_iou	0.02337709
21	train/batch_cls_loss	0.50312608
21	train/batch_box_loss	0.05878735
22	train/loss_step	2.71873784
22	train/lr	0.00030000
